policy_id,customer_id,agent_id,policy_type,sum_assured,premium_amount,premium_frequency,start_date,end_date,status
POL001593,CUST000989,AGT0009,Money Back,2000000,16997.14,Quarterly,2024-08-14,2034-08-14,Active
POL001594,CUST000660,AGT0004,Term,5000000,7168.01,Monthly,2022-11-16,2037-11-16,Active
POL001595,CUST003762,AGT0052,Endowment,2000000,18418.33,Half-Yearly,2023-03-04,2038-03-04,Active
POL001596,CUST002660,AGT0057,Endowment,10000000,199747.97,Half-Yearly,2024-01-27,2044-01-27,Lapsed
POL001597,CUST000979,AGT0043,Term,500000,1336.4,Monthly,2023-05-30,2038-05-30,Active
POL001598,CUST003196,AGT0038,Endowment,1500000,12336.37,Half-Yearly,2025-10-16,2040-10-16,Active
POL001599,CUST003196,AGT0036,Term,1000000,20926.96,Yearly,2024-06-27,2039-06-27,Active
POL001600,CUST003255,AGT0049,Money Back,2000000,2916.29,Monthly,2021-11-08,2046-11-08,Active
POL001601,CUST003255,AGT0055,Whole Life,500000,4317.12,Half-Yearly,2025-08-28,2040-08-28,Active
POL001602,CUST002657,AGT0017,ULIP,500000,4167.29,Half-Yearly,2024-01-11,2044-01-11,Lapsed
POL001603,CUST002657,AGT0018,Money Back,500000,16846.59,Yearly,2024-07-09,2054-07-09,Lapsed
POL001604,CUST001341,AGT0037,Endowment,2000000,6782.85,Quarterly,2022-05-15,2042-05-15,Matured
POL001605,CUST003096,AGT0027,Whole Life,1000000,9146.68,Half-Yearly,2021-07-28,2051-07-28,Lapsed
POL001606,CUST002085,AGT0030,Endowment,1000000,11153.21,Yearly,2024-10-19,2039-10-19,Active
POL001607,CUST001197,AGT0038,Money Back,5000000,68898.04,Half-Yearly,2025-05-12,2050-05-12,Active
POL001608,CUST000304,AGT0012,Whole Life,10000000,81137.1,Quarterly,2025-10-04,2040-10-04,Surrendered
POL001609,CUST000654,AGT0025,Whole Life,1000000,26910.27,Yearly,2026-05-05,2041-05-05,Active
POL001610,CUST003443,AGT0025,Term,2000000,30615.24,Yearly,2021-09-01,2051-09-01,Matured
POL001611,CUST002093,AGT0048,Money Back,5000000,20575.11,Quarterly,2023-07-02,2038-07-02,Lapsed
POL001612,CUST003790,AGT0012,Whole Life,5000000,156517.33,Yearly,2023-11-13,2053-11-13,Active
POL001613,CUST001195,AGT0004,Whole Life,500000,725.49,Monthly,2022-04-29,2042-04-29,Active
POL001614,CUST000283,AGT0048,ULIP,5000000,8258.8,Monthly,2024-03-25,2039-03-25,Active
POL001615,CUST002612,AGT0058,Money Back,500000,2759.19,Quarterly,2025-08-22,2040-08-22,Active
POL001616,CUST003909,AGT0048,ULIP,500000,7201.91,Yearly,2026-04-17,2051-04-17,Active
POL001617,CUST003791,AGT0037,ULIP,10000000,30101.21,Monthly,2022-01-04,2037-01-04,Lapsed
POL001618,CUST003791,AGT0037,Term,1000000,875.04,Monthly,2023-08-07,2043-08-07,Active
POL001619,CUST000675,AGT0035,Endowment,10000000,139718.58,Yearly,2023-03-14,2053-03-14,Active
POL001620,CUST000541,AGT0045,ULIP,10000000,73965.33,Half-Yearly,2022-07-01,2047-07-01,Lapsed
POL001621,CUST003203,AGT0022,Term,1500000,4375.63,Quarterly,2022-05-16,2052-05-16,Active
POL001622,CUST000624,AGT0007,Term,5000000,114216.07,Yearly,2025-02-13,2050-02-13,Matured
POL001623,CUST000624,AGT0053,Money Back,1500000,20629.61,Yearly,2026-01-20,2056-01-20,Matured
POL001624,CUST002020,AGT0006,Term,10000000,260184.43,Yearly,2023-02-21,2043-02-21,Matured
POL001625,CUST002020,AGT0040,Whole Life,10000000,72096.07,Quarterly,2021-08-16,2041-08-16,Active
POL001626,CUST000227,AGT0049,Term,5000000,98362.81,Half-Yearly,2026-02-18,2051-02-18,Active
POL001627,CUST003337,AGT0017,ULIP,500000,4232.76,Quarterly,2021-12-24,2041-12-24,Active
POL001628,CUST001754,AGT0040,Endowment,1500000,3712.43,Monthly,2024-09-09,2039-09-09,Active
POL001629,CUST002123,AGT0042,Whole Life,500000,1036.92,Monthly,2023-08-19,2033-08-19,Active
POL001630,CUST001435,AGT0049,Whole Life,1500000,8464.24,Quarterly,2024-07-22,2034-07-22,Lapsed
POL001631,CUST002306,AGT0013,Term,1000000,2310.3,Monthly,2025-03-24,2045-03-24,Active
POL001632,CUST000756,AGT0020,Term,1000000,8577.74,Quarterly,2024-03-10,2044-03-10,Matured
POL001633,CUST002326,AGT0002,Whole Life,1500000,4173.99,Monthly,2021-09-06,2051-09-06,Active
POL001634,CUST003677,AGT0057,Money Back,2000000,9728.2,Quarterly,2021-07-13,2036-07-13,Active
POL001635,CUST002252,AGT0051,Whole Life,2000000,5553.63,Monthly,2025-04-29,2045-04-29,Active
POL001636,CUST003190,AGT0043,Term,10000000,63474.26,Half-Yearly,2024-05-29,2054-05-29,Lapsed
POL001637,CUST002537,AGT0017,Money Back,5000000,7516.47,Monthly,2025-01-25,2045-01-25,Active
POL001638,CUST003363,AGT0006,Term,5000000,8470.58,Monthly,2026-03-03,2046-03-03,Active
POL001639,CUST001841,AGT0026,Term,1500000,13603.09,Half-Yearly,2024-09-27,2049-09-27,Lapsed
POL001640,CUST001841,AGT0032,ULIP,1000000,3137.9,Monthly,2023-03-11,2053-03-11,Active
POL001641,CUST002280,AGT0052,Term,500000,1151.46,Monthly,2025-08-10,2045-08-10,Matured
POL001642,CUST002280,AGT0018,Term,10000000,183918.27,Half-Yearly,2023-04-08,2043-04-08,Active
POL001643,CUST002597,AGT0002,Endowment,5000000,19182.92,Quarterly,2025-02-23,2055-02-23,Lapsed
POL001644,CUST002597,AGT0048,Endowment,5000000,165341.82,Yearly,2023-10-10,2048-10-10,Lapsed
POL001645,CUST002597,AGT0026,Term,1000000,18730.08,Half-Yearly,2023-10-22,2053-10-22,Active
POL001646,CUST003407,AGT0026,ULIP,10000000,260253.46,Yearly,2025-05-18,2035-05-18,Active
POL001647,CUST001585,AGT0045,Money Back,10000000,32603.99,Monthly,2025-04-16,2045-04-16,Active
POL001648,CUST001323,AGT0013,Money Back,1000000,5069.09,Quarterly,2024-12-25,2039-12-25,Active
POL001649,CUST001829,AGT0059,Endowment,5000000,44773.53,Half-Yearly,2024-10-22,2049-10-22,Active
POL001650,CUST000249,AGT0036,Term,2000000,4194.61,Monthly,2022-02-05,2047-02-05,Surrendered
POL001651,CUST003387,AGT0039,Term,5000000,16404.77,Monthly,2023-06-03,2038-06-03,Lapsed
POL001652,CUST002708,AGT0055,Term,5000000,15457.28,Quarterly,2026-02-19,2046-02-19,Active
POL001653,CUST001515,AGT0022,Whole Life,2000000,3343.1,Monthly,2023-01-10,2033-01-10,Active
POL001654,CUST001515,AGT0043,Money Back,500000,4251.28,Quarterly,2023-08-26,2043-08-26,Active
POL001655,CUST001774,AGT0044,Money Back,10000000,15715.05,Monthly,2025-06-08,2050-06-08,Active
POL001656,CUST000097,AGT0044,Endowment,1000000,8388.35,Half-Yearly,2023-10-16,2033-10-16,Matured
POL001657,CUST001255,AGT0051,Whole Life,1500000,14165.98,Half-Yearly,2021-11-07,2041-11-07,Lapsed
POL001658,CUST003068,AGT0019,Money Back,10000000,30994.62,Quarterly,2026-04-15,2041-04-15,Lapsed
POL001659,CUST000642,AGT0027,Term,5000000,79689.6,Half-Yearly,2021-11-04,2051-11-04,Active
POL001660,CUST003557,AGT0021,Whole Life,2000000,18091.69,Quarterly,2022-07-16,2047-07-16,Active
POL001661,CUST003557,AGT0048,Money Back,2000000,16962.67,Half-Yearly,2022-12-24,2032-12-24,Active
POL001662,CUST000164,AGT0059,Money Back,1500000,7957.17,Quarterly,2025-01-29,2035-01-29,Lapsed
POL001663,CUST000709,AGT0004,Endowment,2000000,22905.12,Yearly,2021-08-11,2051-08-11,Matured
POL001664,CUST003473,AGT0003,Term,2000000,11509.59,Quarterly,2026-02-03,2051-02-03,Active
POL001665,CUST001307,AGT0035,Money Back,10000000,179794.57,Yearly,2025-10-13,2035-10-13,Active
POL001666,CUST000617,AGT0004,Term,1000000,2314.25,Monthly,2025-08-19,2055-08-19,Surrendered
POL001667,CUST000851,AGT0017,Endowment,10000000,52362.73,Quarterly,2024-07-27,2034-07-27,Active
POL001668,CUST000851,AGT0045,ULIP,1000000,32709.28,Yearly,2025-11-20,2040-11-20,Active
POL001669,CUST002459,AGT0040,Endowment,500000,4884.41,Quarterly,2022-09-18,2052-09-18,Active
POL001670,CUST001856,AGT0032,Whole Life,500000,10232.25,Yearly,2022-12-29,2037-12-29,Lapsed
POL001671,CUST001856,AGT0038,ULIP,10000000,171698.04,Half-Yearly,2022-02-25,2042-02-25,Surrendered
POL001672,CUST000143,AGT0015,Term,1500000,23103.43,Half-Yearly,2024-11-06,2044-11-06,Matured
POL001673,CUST000143,AGT0036,Money Back,500000,1204.94,Monthly,2024-09-27,2034-09-27,Active
POL001674,CUST000143,AGT0054,Money Back,2000000,25881.78,Half-Yearly,2022-03-06,2042-03-06,Active
POL001675,CUST001622,AGT0044,ULIP,2000000,18004.34,Quarterly,2022-10-08,2047-10-08,Active
POL001676,CUST001622,AGT0045,ULIP,1000000,28495.93,Yearly,2022-11-04,2032-11-04,Active
POL001677,CUST002643,AGT0020,Term,1000000,2860.48,Monthly,2026-02-20,2051-02-20,Lapsed
POL001678,CUST002882,AGT0049,Term,2000000,23467.29,Half-Yearly,2026-03-25,2036-03-25,Active
POL001679,CUST001081,AGT0024,Whole Life,500000,2574.95,Quarterly,2026-01-20,2041-01-20,Surrendered
POL001680,CUST001093,AGT0015,Term,500000,3803.36,Quarterly,2024-03-02,2044-03-02,Active
POL001681,CUST000076,AGT0034,Term,2000000,3246.83,Monthly,2023-08-03,2048-08-03,Active
POL001682,CUST003483,AGT0016,Term,1500000,6626.18,Quarterly,2021-10-25,2036-10-25,Active
POL001683,CUST003905,AGT0017,ULIP,2000000,11698.43,Half-Yearly,2026-04-28,2056-04-28,Active
POL001684,CUST000583,AGT0030,ULIP,1000000,15415.95,Half-Yearly,2025-02-28,2035-02-28,Surrendered
POL001685,CUST000583,AGT0006,Money Back,500000,6846.62,Yearly,2023-04-17,2043-04-17,Matured
POL001686,CUST000946,AGT0020,Money Back,10000000,230418.17,Yearly,2021-08-21,2051-08-21,Lapsed
POL001687,CUST000946,AGT0036,Whole Life,5000000,99514.66,Yearly,2026-01-06,2041-01-06,Matured
POL001688,CUST003794,AGT0030,ULIP,10000000,179152.95,Yearly,2023-01-16,2053-01-16,Lapsed
POL001689,CUST003870,AGT0048,Term,1500000,4144.99,Monthly,2024-01-16,2049-01-16,Surrendered
POL001690,CUST003486,AGT0042,Whole Life,10000000,86654.1,Half-Yearly,2024-09-18,2034-09-18,Active
POL001691,CUST003786,AGT0013,Endowment,1000000,11487.3,Half-Yearly,2024-05-02,2034-05-02,Active
POL001692,CUST002666,AGT0014,Endowment,10000000,163810.43,Yearly,2025-04-30,2055-04-30,Lapsed
POL001693,CUST002666,AGT0059,Money Back,2000000,11197.54,Half-Yearly,2022-05-16,2042-05-16,Matured
POL001694,CUST002925,AGT0042,Endowment,1000000,21281.86,Yearly,2023-01-22,2048-01-22,Matured
POL001695,CUST002206,AGT0015,Endowment,2000000,14329.24,Quarterly,2024-12-09,2049-12-09,Lapsed
POL001696,CUST001376,AGT0002,ULIP,10000000,11749.85,Monthly,2026-02-23,2041-02-23,Lapsed
POL001697,CUST001376,AGT0015,Money Back,500000,498.24,Monthly,2021-08-04,2041-08-04,Active
POL001698,CUST001211,AGT0032,Endowment,5000000,35372.51,Half-Yearly,2024-10-09,2044-10-09,Surrendered
POL001699,CUST001211,AGT0044,Term,5000000,45854.67,Quarterly,2025-01-22,2055-01-22,Active
POL001700,CUST000670,AGT0025,ULIP,500000,7675.33,Half-Yearly,2022-02-16,2042-02-16,Active
POL001701,CUST002874,AGT0008,Whole Life,1500000,2006.52,Monthly,2023-01-06,2048-01-06,Surrendered
POL001702,CUST000351,AGT0049,Whole Life,1500000,11326.14,Quarterly,2022-01-22,2037-01-22,Active
POL001703,CUST000928,AGT0005,Endowment,1000000,24023.18,Yearly,2022-06-03,2047-06-03,Active
POL001704,CUST003650,AGT0031,Money Back,10000000,220542.73,Yearly,2022-11-04,2032-11-04,Active
POL001705,CUST002139,AGT0003,Whole Life,500000,2892.7,Half-Yearly,2023-11-30,2038-11-30,Active
POL001706,CUST003872,AGT0047,ULIP,1000000,7029.08,Half-Yearly,2023-01-01,2053-01-01,Active
POL001707,CUST002271,,Whole Life,10000000,11640.24,Monthly,2025-01-30,2045-01-30,Active
POL001708,CUST002271,AGT0024,Whole Life,2000000,11420.41,Quarterly,2021-11-25,2041-11-25,Active
POL001709,CUST003997,AGT0026,Term,2000000,5880.51,Monthly,2022-01-18,2037-01-18,Active
POL001710,CUST001909,AGT0027,Money Back,10000000,364911.45,Yearly,2021-10-08,2041-10-08,Lapsed
POL001711,CUST003111,AGT0038,ULIP,5000000,48629.6,Half-Yearly,2024-05-13,2049-05-13,Active
POL001712,CUST003111,AGT0037,Endowment,500000,4928.53,Quarterly,2023-10-28,2053-10-28,Lapsed
POL001713,CUST000102,AGT0033,Money Back,5000000,7387.76,Monthly,2023-07-29,2043-07-29,Matured
POL001714,CUST000404,AGT0019,Money Back,10000000,172080.14,Half-Yearly,2021-10-15,2051-10-15,Active
POL001715,CUST001395,AGT0048,Endowment,1000000,18897.97,Yearly,2025-12-31,2050-12-31,Active
POL001716,CUST003098,AGT0036,Money Back,1500000,1740.36,Monthly,2023-01-18,2048-01-18,Active
POL001717,CUST002313,AGT0060,Money Back,10000000,16571.94,Monthly,2023-04-12,2033-04-12,Active
POL001718,CUST000892,AGT0048,ULIP,500000,644.73,Monthly,2022-05-15,2032-05-15,Active
POL001719,CUST002130,AGT0053,Endowment,1000000,19085.7,Half-Yearly,2024-03-07,2039-03-07,Active
POL001720,CUST002193,AGT0005,Endowment,1500000,48593.55,Yearly,2022-04-11,2047-04-11,Lapsed
POL001721,CUST002193,AGT0029,Money Back,5000000,46587.25,Quarterly,2021-11-01,2051-11-01,Active
POL001722,CUST001927,AGT0055,Money Back,10000000,16579.03,Monthly,2024-07-18,2049-07-18,Active
POL001723,CUST001245,AGT0013,Whole Life,5000000,154629.27,Yearly,2021-10-05,2031-10-05,Surrendered
POL001724,CUST003992,AGT0037,ULIP,5000000,95892.1,Yearly,2022-01-09,2042-01-09,Lapsed
POL001725,CUST001727,AGT0040,ULIP,2000000,25459.42,Half-Yearly,2022-05-30,2032-05-30,Lapsed
POL001726,CUST001672,AGT0055,Whole Life,1000000,9782.99,Quarterly,2023-10-17,2053-10-17,Matured
POL001727,CUST003835,AGT0037,Endowment,1000000,960.07,Monthly,2022-11-27,2047-11-27,Active
POL001728,CUST003835,AGT0027,Endowment,2000000,44046.56,Yearly,2024-01-12,2034-01-12,Active
POL001729,CUST002505,AGT0043,ULIP,10000000,385324.97,Yearly,2023-02-23,2048-02-23,Active
POL001730,CUST002119,AGT0012,Whole Life,1500000,27490.52,Half-Yearly,2022-01-10,2042-01-10,Active
POL001731,CUST002119,AGT0034,ULIP,2000000,10171.63,Half-Yearly,2023-09-25,2048-09-25,Active
POL001732,CUST001233,AGT0005,Money Back,2000000,9367.55,Quarterly,2022-11-07,2052-11-07,Active
POL001733,CUST003973,AGT0056,ULIP,1500000,1827.15,Monthly,2024-02-22,2044-02-22,Matured
POL001734,CUST000767,AGT0052,Term,5000000,189943.01,Yearly,2025-06-11,2055-06-11,Active
POL001735,CUST000136,AGT0002,Endowment,1000000,37364.48,Yearly,2023-08-09,2053-08-09,Surrendered
POL001736,CUST000136,AGT0029,Money Back,1000000,36017.89,Yearly,2025-01-21,2045-01-21,Lapsed
POL001737,CUST001151,AGT0060,Endowment,2000000,6076.15,Monthly,2023-07-16,2038-07-16,Active
POL001738,CUST000477,AGT0022,Endowment,5000000,6333.65,Monthly,2021-10-31,2046-10-31,Lapsed
POL001739,CUST000659,AGT0056,Money Back,5000000,13639.88,Quarterly,2024-09-26,2054-09-26,Active
POL001740,CUST000659,AGT0038,ULIP,10000000,45183.61,Quarterly,2023-05-06,2033-05-06,Active
POL001741,CUST000452,AGT0058,Term,5000000,180200.99,Yearly,2048-06-05,2023-06-05,Matured
POL001742,CUST000452,AGT0018,Money Back,2000000,20099.06,Half-Yearly,2025-10-04,2040-10-04,Active
POL001743,CUST000954,AGT0059,ULIP,2000000,25798.8,Half-Yearly,2023-11-23,2053-11-23,Active
POL001744,CUST002300,AGT0001,Endowment,1500000,28461.98,Yearly,2025-10-28,2050-10-28,Active
POL001745,CUST002975,AGT0038,Whole Life,10000000,151524.59,Half-Yearly,2022-04-06,2037-04-06,Matured
POL001746,CUST002042,AGT0017,Money Back,500000,5016.35,Yearly,2025-02-25,2040-02-25,Lapsed
POL001747,CUST002042,AGT0034,ULIP,1000000,9770.85,Quarterly,2026-03-16,2036-03-16,Active
POL001748,CUST001380,AGT0030,Endowment,1500000,21236.79,Half-Yearly,2024-09-11,2054-09-11,Matured
POL001749,CUST003708,AGT0043,ULIP,1000000,3222.77,Quarterly,2023-04-09,2033-04-09,Lapsed
POL001750,CUST003257,AGT0008,ULIP,5000000,104386.13,Yearly,2021-09-09,2046-09-09,Active
POL001751,CUST003926,AGT0047,Term,5000000,99507.24,Half-Yearly,2025-04-24,2050-04-24,Lapsed
POL001752,CUST000298,AGT0042,Term,5000000,43966.21,Quarterly,2024-04-22,2054-04-22,Active
POL001753,CUST001345,AGT0016,Whole Life,10000000,65903.18,Half-Yearly,2026-02-16,2056-02-16,Active
POL001754,CUST000762,AGT0036,Endowment,1000000,2675.41,Monthly,2023-01-22,2048-01-22,Active
POL001755,CUST000441,AGT0060,Money Back,1500000,33899.55,Yearly,2022-08-20,2037-08-20,Active
POL001756,CUST000149,AGT0038,Term,2000000,3586.41,Monthly,2021-11-04,2036-11-04,Active
POL001757,CUST000733,AGT0019,Term,1500000,3007.77,Monthly,2026-03-11,2036-03-11,Active
POL001758,CUST000381,AGT0054,Whole Life,1500000,16822.19,Half-Yearly,2022-06-02,2042-06-02,Active
POL001759,CUST000381,AGT0015,Term,2000000,7002.76,Quarterly,2023-06-26,2038-06-26,Lapsed
POL001760,CUST002565,AGT0015,Term,-2000000,6570.15,Monthly,2022-02-18,2052-02-18,Matured
POL001761,CUST001527,AGT0052,Money Back,500000,9745.38,Yearly,2023-06-17,2033-06-17,Active
POL001762,CUST001451,AGT0038,Whole Life,500000,8574.4,Half-Yearly,2023-01-21,2053-01-21,Surrendered
POL001763,CUST001451,AGT0032,ULIP,10000000,24011.33,Monthly,2021-11-30,2041-11-30,Active
POL001764,CUST001598,AGT0035,Endowment,5000000,16527.08,Monthly,2021-11-24,2051-11-24,Matured
POL001765,CUST003655,AGT0005,Term,2000000,50851.3,Yearly,2024-12-02,2039-12-02,Active
POL001766,CUST003518,AGT0049,Money Back,500000,5271.95,Half-Yearly,2025-11-03,2055-11-03,Surrendered
POL001767,CUST002297,AGT0029,Whole Life,1000000,6291.46,Quarterly,2026-05-19,2051-05-19,Active
POL001768,CUST002297,AGT0044,Whole Life,1000000,2986.44,Monthly,2024-01-07,2054-01-07,Surrendered
POL001769,CUST001087,AGT0060,Term,1000000,30437.76,Yearly,2025-01-03,2040-01-03,Active
POL001770,CUST003671,AGT0007,Money Back,500000,1100.64,Monthly,2025-12-30,2045-12-30,Lapsed
POL001771,CUST001237,AGT0007,Money Back,10000000,354200.36,Yearly,2025-09-18,2055-09-18,Lapsed
POL001772,CUST002114,AGT0049,Endowment,500000,1560.93,Monthly,2025-06-20,2050-06-20,Active
POL001773,CUST000840,AGT0031,Money Back,500000,985.02,Monthly,2024-02-20,2034-02-20,Active
POL001774,CUST000840,AGT0015,Endowment,5000000,27035.83,Quarterly,2022-02-01,2052-02-01,Active
POL001775,CUST003436,AGT0003,Money Back,10000000,141120.79,Half-Yearly,2023-11-20,2048-11-20,Active
POL001776,CUST000519,AGT0027,ULIP,500000,9918.55,Yearly,2023-01-08,2048-01-08,Active
POL001777,CUST001048,AGT0032,Endowment,1000000,15357.76,Half-Yearly,2022-11-11,2042-11-11,Active
POL001778,CUST001048,AGT0057,Whole Life,1000000,8798.98,Quarterly,2025-06-25,2035-06-25,Lapsed
POL001779,CUST000070,AGT0029,ULIP,1500000,3805.05,Monthly,2023-07-04,2043-07-04,Lapsed
POL001780,CUST002152,AGT0044,Term,1500000,3217.99,Monthly,2022-08-13,2037-08-13,Active
POL001781,CUST003310,AGT0033,Endowment,5000000,44755.56,Half-Yearly,2023-07-30,2043-07-30,Active
POL001782,CUST003310,AGT0031,Money Back,1000000,1611.74,Monthly,2025-04-04,2035-04-04,Active
POL001783,CUST002822,AGT0035,Term,1000000,17762.48,Half-Yearly,2024-04-17,2039-04-17,Active
POL001784,CUST002822,AGT0039,Whole Life,500000,17287.03,Yearly,2024-10-09,2044-10-09,Lapsed
POL001785,CUST002822,AGT0029,Term,10000000,363502.43,Yearly,2024-10-04,2034-10-04,Active
POL001786,CUST002769,AGT0017,Endowment,1000000,10357.41,Half-Yearly,2023-08-03,2043-08-03,Active
POL001787,CUST002661,AGT0053,Whole Life,5000000,15603.91,Monthly,2023-03-16,2043-03-16,Surrendered
POL001788,CUST003302,AGT0040,Whole Life,1500000,2870.02,Monthly,2021-07-10,2031-07-10,Matured
POL001789,CUST003302,AGT0008,ULIP,2000000,50361.92,Yearly,2025-08-07,2040-08-07,Active
POL001790,CUST001446,AGT0010,Whole Life,1500000,10515.97,Quarterly,2023-06-12,2048-06-12,Lapsed
POL001791,CUST000410,AGT0014,Endowment,500000,19425.98,Yearly,2021-08-26,2051-08-26,Lapsed
POL001792,CUST000880,AGT0043,Endowment,-5000000,66940.79,Half-Yearly,2026-04-11,2036-04-11,Matured
POL001793,CUST000880,AGT0025,ULIP,10000000,41997.94,Quarterly,2025-03-30,2040-03-30,Active
POL001794,CUST000785,AGT0016,ULIP,500000,7201.22,Half-Yearly,2024-06-07,2054-06-07,Active
POL001795,CUST000785,AGT0020,Money Back,2000000,6400.34,Monthly,2021-10-11,2046-10-11,Matured
POL001796,CUST001244,AGT0048,Whole Life,2000000,30601.16,Yearly,2026-01-30,2046-01-30,Active
POL001797,CUST000221,AGT0048,ULIP,5000000,15686.39,Monthly,2023-10-15,2043-10-15,Active
POL001798,CUST003497,AGT0011,Money Back,500000,969.11,Monthly,2022-08-27,2047-08-27,Active
POL001799,CUST003497,AGT0042,Endowment,500000,922.28,Monthly,2023-12-08,2053-12-08,Active
POL001800,CUST003312,AGT0025,ULIP,500000,8783.33,Half-Yearly,2022-01-17,2037-01-17,Lapsed
POL001801,CUST003312,AGT0032,Term,10000000,172594.76,Half-Yearly,2023-10-21,2053-10-21,Active
POL001802,CUST003461,AGT0041,ULIP,500000,3260.05,Quarterly,2025-12-01,2040-12-01,Active
POL001803,CUST003461,AGT0023,Endowment,1000000,5685.64,Quarterly,2024-04-23,2034-04-23,Matured
POL001804,CUST001222,AGT0036,Term,5000000,156062.03,Yearly,2025-10-06,2055-10-06,Active
POL001805,CUST001222,AGT0025,Endowment,2000000,47580.78,Yearly,2023-09-20,2048-09-20,Active
POL001806,CUST001222,AGT0048,Whole Life,2000000,1674.14,Monthly,2024-08-20,2049-08-20,Surrendered
POL001807,CUST002846,AGT0009,Endowment,1500000,1754.1,Monthly,2021-11-21,2036-11-21,Lapsed
POL001808,CUST000914,AGT0047,Endowment,1500000,1521.39,Monthly,2022-02-20,2052-02-20,Surrendered
POL001809,CUST003480,AGT0002,Whole Life,5000000,123233.32,Yearly,2026-01-28,2041-01-28,Active
POL001810,CUST001881,AGT0053,Whole Life,5000000,36229.0,Half-Yearly,2025-05-21,2035-05-21,Active
POL001811,CUST002234,AGT0023,ULIP,1500000,6127.0,Quarterly,2021-11-24,2031-11-24,Lapsed
POL001812,CUST000340,AGT0052,ULIP,2000000,72900.93,Yearly,2021-10-09,2041-10-09,Active
POL001813,CUST003596,AGT0025,Term,500000,8694.99,Yearly,2021-07-17,2051-07-17,Lapsed
POL001814,CUST003168,AGT0023,Money Back,5000000,184044.19,Yearly,2023-09-16,2043-09-16,Active
POL001815,CUST002345,AGT0057,Endowment,10000000,305592.73,Yearly,2023-10-06,2038-10-06,Active
POL001816,CUST000211,AGT0051,Term,1500000,1348.72,Monthly,2026-02-02,2056-02-02,Matured
POL001817,CUST000805,AGT0005,Money Back,1500000,12108.2,Quarterly,2021-11-12,2031-11-12,Active
POL001818,CUST000805,AGT0010,Endowment,1500000,27187.61,Half-Yearly,2026-04-07,2046-04-07,Active
POL001819,CUST000576,AGT0015,Money Back,1000000,1585.06,Monthly,2021-08-26,2051-08-26,Lapsed
POL001820,CUST003043,AGT0038,ULIP,1500000,2651.72,Monthly,2023-09-28,2048-09-28,Active
POL001821,CUST000355,AGT0030,Endowment,1500000,2227.68,Monthly,2025-04-26,2035-04-26,Lapsed
POL001822,CUST000355,AGT0045,Money Back,5000000,41024.22,Half-Yearly,2022-03-13,2047-03-13,Active
POL001823,CUST002075,AGT0028,Term,5000000,43289.52,Half-Yearly,2022-10-22,2042-10-22,Active
POL001824,CUST003685,AGT0047,Money Back,1000000,12530.73,Half-Yearly,2024-05-15,2034-05-15,Active
POL001825,CUST003699,AGT0006,Whole Life,1000000,8091.96,Half-Yearly,2022-05-14,2032-05-14,Active
POL001826,CUST001868,AGT0007,ULIP,1000000,26045.82,Yearly,2024-03-07,2049-03-07,Active
POL001827,CUST001868,AGT0040,Term,2000000,4410.63,Monthly,2023-04-01,2053-04-01,Active
POL001828,CUST002969,AGT0054,Money Back,1500000,10399.66,Half-Yearly,2025-09-05,2050-09-05,Lapsed
POL001829,CUST001016,AGT0043,Money Back,10000000,89779.36,Quarterly,2022-12-19,2032-12-19,Lapsed
POL001830,CUST003183,AGT0026,Term,1500000,11700.7,Quarterly,2024-05-22,2044-05-22,Active
POL001831,CUST000603,AGT0022,Endowment,1000000,9692.03,Quarterly,2025-09-02,2035-09-02,Active
POL001832,CUST003805,AGT0019,ULIP,10000000,187326.87,Half-Yearly,2024-06-06,2034-06-06,Active
POL001833,CUST003805,AGT0003,Term,500000,1352.41,Quarterly,2024-06-04,2044-06-04,Active
POL001834,CUST003805,AGT0010,Term,1500000,14694.57,Half-Yearly,2025-02-05,2035-02-05,Active
POL001835,CUST002180,AGT0009,Whole Life,2000000,17732.07,Quarterly,2021-08-19,2036-08-19,Active
POL001836,CUST000714,AGT0038,Endowment,1500000,4967.05,Monthly,2024-01-14,2034-01-14,Active
POL001837,CUST000189,AGT0043,Endowment,500000,7097.57,Yearly,2023-03-09,2043-03-09,Active
POL001838,CUST002795,AGT0015,Term,500000,2210.1,Quarterly,2026-05-21,2036-05-21,Active
POL001839,CUST002795,AGT0034,Money Back,500000,3656.53,Quarterly,2025-08-18,2040-08-18,Active
POL001840,CUST002652,AGT0054,Term,1000000,7997.03,Quarterly,2025-04-20,2040-04-20,Active
POL001841,CUST001764,AGT0020,ULIP,1500000,7173.14,Quarterly,2026-01-07,2041-01-07,Active
POL001842,CUST001764,AGT0038,ULIP,5000000,168957.69,Yearly,2025-02-22,2050-02-22,Active
POL001843,CUST001582,AGT0038,Whole Life,1000000,8090.67,Quarterly,2023-12-08,2043-12-08,Lapsed
POL001844,CUST000260,AGT0016,Endowment,2000000,57506.14,Yearly,2025-01-11,2050-01-11,Matured
POL001845,CUST000260,AGT0015,ULIP,10000000,76602.04,Half-Yearly,2022-02-14,2052-02-14,Active
POL001846,CUST000260,AGT0026,ULIP,2000000,30650.74,Half-Yearly,2023-12-01,2033-12-01,Surrendered
POL001847,CUST003937,AGT0011,ULIP,5000000,61594.4,Half-Yearly,2023-12-11,2033-12-11,Matured
POL001848,CUST003863,AGT0020,Endowment,10000000,23823.05,Monthly,2026-02-12,2056-02-12,Active
