payment_id,policy_id,payment_date,amount_paid,late_fee,payment_mode
PAY0003267,POL000531,2025-08-21,20982.46,0.0,UPI
PAY0003268,POL000531,2025-11-22,20982.46,0.0,Cheque
PAY0003269,POL000531,2026-02-20,20982.46,419.65,AutoDebit
PAY0003270,POL000531,2026-05-19,20982.46,419.65,Cheque
PAY0003271,POL000532,2024-09-01,17307.9,0.0,Card
PAY0003272,POL000532,2025-08-30,17307.9,0.0,Cheque
PAY0003273,POL000533,2023-08-04,8833.66,0.0,NetBanking
PAY0003274,POL000533,2023-11-11,8833.66,0.0,UPI
PAY0003275,POL000533,2024-02-17,8833.66,0.0,NetBanking
PAY0003276,POL000533,2024-05-25,8833.66,0.0,Cheque
PAY0003277,POL000533,2024-08-27,8833.66,0.0,Card
PAY0003278,POL000533,2024-11-22,8833.66,0.0,Card
PAY0003279,POL000533,2025-02-18,8833.66,176.67,Cheque
PAY0003280,POL000533,2025-05-28,8833.66,0.0,Cheque
PAY0003281,POL000533,2025-09-03,8833.66,0.0,Cheque
PAY0003282,POL000533,2025-12-04,8833.66,0.0,NetBanking
PAY0003283,POL000533,2026-03-08,8833.66,0.0,Card
PAY0003284,POL000533,2026-06-04,8833.66,0.0,Card
PAY0003285,POL000535,2023-07-08,38454.75,0.0,NetBanking
PAY0003286,POL000535,2024-07-17,38454.75,0.0,AutoDebit
PAY0003287,POL000535,2025-07-19,38454.75,0.0,Cheque
PAY0003288,POL000537,2023-02-15,3074.45,0.0,Cheque
PAY0003289,POL000537,2023-05-24,3074.45,0.0,AutoDebit
PAY0003290,POL000537,2023-08-29,3074.45,0.0,Card
PAY0003291,POL000537,2023-11-25,3074.45,0.0,Cheque
PAY0003292,POL000537,2024-02-21,3074.45,61.49,NetBanking
PAY0003293,POL000537,2024-05-28,3074.45,0.0,Cheque
PAY0003294,POL000537,2024-08-27,3074.45,61.49,UPI
PAY0003295,POL000537,2024-12-04,3074.45,0.0,NetBanking
PAY0003296,POL000537,2025-03-03,3074.45,0.0,Cheque
PAY0003297,POL000537,2025-06-02,3074.45,0.0,Cheque
PAY0003298,POL000537,2025-09-09,3074.45,0.0,UPI
PAY0003299,POL000537,2025-12-11,3074.45,0.0,AutoDebit
PAY0003300,POL000537,2026-03-13,3074.45,0.0,NetBanking
PAY0003301,POL000537,2026-06-08,3074.45,0.0,Cheque
PAY0003302,POL000538,2025-10-24,35483.5,0.0,AutoDebit
PAY0003303,POL000539,2025-01-31,20852.54,417.05,Cheque
PAY0003304,POL000539,2025-08-01,20852.54,0.0,Card
PAY0003305,POL000539,2026-01-27,20852.54,0.0,UPI
PAY0003306,POL000541,2023-10-02,7663.6,0.0,Card
PAY0003307,POL000541,2024-10-06,7663.6,0.0,Card
PAY0003308,POL000541,2025-10-11,7663.6,0.0,UPI
PAY0003309,POL000542,2024-02-20,9344.08,0.0,Cheque
PAY0003310,POL000542,2024-03-24,9344.08,0.0,Card
PAY0003311,POL000542,2024-04-28,9344.08,186.88,Card
PAY0003312,POL000542,2024-05-27,9344.08,0.0,NetBanking
PAY0003313,POL000542,2024-06-27,9344.08,0.0,Cheque
PAY0003314,POL000542,2024-07-29,9344.08,0.0,Cheque
PAY0003315,POL000542,2024-08-28,9344.08,186.88,UPI
PAY0003316,POL000542,2024-09-30,9344.08,0.0,AutoDebit
PAY0003317,POL000542,2024-10-30,9344.08,0.0,Card
PAY0003318,POL000542,2024-11-30,9344.08,0.0,AutoDebit
PAY0003319,POL000542,2024-12-28,9344.08,0.0,AutoDebit
PAY0003320,POL000542,2025-02-01,9344.08,0.0,Cheque
PAY0003321,POL000542,2025-03-11,9344.08,0.0,Card
PAY0003322,POL000542,2025-04-20,9344.08,0.0,UPI
PAY0003323,POL000542,2025-05-26,9344.08,0.0,Cheque
PAY0003324,POL000542,2025-07-03,9344.08,0.0,Card
PAY0003325,POL000542,2025-08-07,9344.08,0.0,UPI
PAY0003326,POL000542,2025-09-14,9344.08,0.0,NetBanking
PAY0003327,POL000542,2025-10-15,9344.08,0.0,UPI
PAY0003328,POL000542,2025-11-17,9344.08,0.0,Cheque
PAY0003329,POL000542,2025-12-22,9344.08,0.0,AutoDebit
PAY0003330,POL000542,2026-01-30,9344.08,0.0,Cheque
PAY0003331,POL000542,2026-03-08,9344.08,0.0,Card
PAY0003332,POL000542,2026-04-04,9344.08,0.0,NetBanking
PAY0003333,POL000543,2024-04-30,1443.45,0.0,Card
PAY0003334,POL000543,2024-06-08,1443.45,0.0,UPI
PAY0003335,POL000543,2024-07-17,1443.45,0.0,UPI
PAY0003336,POL000543,2024-08-18,1443.45,0.0,AutoDebit
PAY0003337,POL000543,2024-09-18,1443.45,0.0,Cheque
PAY0003338,POL000543,2024-10-20,1443.45,0.0,AutoDebit
PAY0003339,POL000543,2024-11-16,1443.45,0.0,AutoDebit
PAY0003340,POL000543,2024-12-14,1443.45,0.0,Cheque
PAY0003341,POL000543,2025-01-13,1443.45,0.0,AutoDebit
PAY0003342,POL000543,2025-02-09,1443.45,0.0,AutoDebit
PAY0003343,POL000543,2025-03-19,1443.45,0.0,UPI
PAY0003344,POL000543,2025-04-25,1443.45,0.0,Card
PAY0003345,POL000543,2025-06-01,1443.45,0.0,Card
PAY0003346,POL000543,2025-07-11,1443.45,0.0,AutoDebit
PAY0003347,POL000543,2025-08-15,1443.45,0.0,AutoDebit
PAY0003348,POL000543,2025-09-19,-1443.45,0.0,NetBanking
PAY0003349,POL000544,2025-06-20,7115.76,142.32,UPI
PAY0003350,POL000544,2025-12-22,7115.76,0.0,Card
PAY0003351,POL000544,2026-06-27,7115.76,0.0,NetBanking
PAY0003352,POL000545,2025-07-09,2983.76,59.68,AutoDebit
PAY0003353,POL000545,2025-08-18,2983.76,0.0,UPI
PAY0003354,POL000545,2025-09-19,2983.76,0.0,UPI
PAY0003355,POL000545,2025-10-22,2983.76,0.0,AutoDebit
PAY0003356,POL000545,2025-11-29,2983.76,0.0,AutoDebit
PAY0003357,POL000545,2026-01-06,2983.76,0.0,Cheque
PAY0003358,POL000546,2025-10-12,3833.87,0.0,Cheque
PAY0003359,POL000546,2026-01-17,3833.87,0.0,AutoDebit
PAY0003360,POL000546,2026-04-17,3833.87,0.0,NetBanking
PAY0003361,POL000547,2023-03-02,207625.58,0.0,NetBanking
PAY0003362,POL000547,2024-03-07,207625.58,0.0,Cheque
PAY0003363,POL000547,2025-03-06,207625.58,0.0,NetBanking
PAY0003364,POL000547,2026-03-11,207625.58,0.0,UPI
PAY0003365,POL000548,2023-12-10,29987.66,0.0,NetBanking
PAY0003366,POL000548,2024-06-07,29987.66,0.0,AutoDebit
PAY0003367,POL000548,2024-12-08,29987.66,0.0,UPI
PAY0003368,POL000548,2025-06-14,29987.66,0.0,AutoDebit
PAY0003369,POL000548,2025-12-20,29987.66,0.0,UPI
PAY0003370,POL000548,2026-06-22,29987.66,599.75,Cheque
PAY0003371,POL000549,2024-01-10,1151.27,0.0,Cheque
PAY0003372,POL000549,2024-02-15,1151.27,0.0,AutoDebit
PAY0003373,POL000549,2024-03-13,1151.27,0.0,NetBanking
PAY0003374,POL000549,2024-04-16,1151.27,0.0,NetBanking
PAY0003375,POL000549,2024-05-18,1151.27,0.0,UPI
PAY0003376,POL000549,2024-06-25,1151.27,0.0,NetBanking
PAY0003377,POL000549,2024-07-27,1151.27,0.0,NetBanking
PAY0003378,POL000549,2024-08-30,1151.27,0.0,Card
PAY0003379,POL000549,2024-09-27,1151.27,0.0,NetBanking
PAY0003380,POL000549,2024-11-02,1151.27,0.0,AutoDebit
PAY0003381,POL000549,2024-12-02,1151.27,0.0,UPI
PAY0003382,POL000549,2025-01-09,1151.27,0.0,Card
PAY0003383,POL000549,2025-02-13,1151.27,0.0,AutoDebit
PAY0003384,POL000549,2025-03-20,1151.27,23.03,AutoDebit
PAY0003385,POL000549,2025-04-24,1151.27,0.0,NetBanking
PAY0003386,POL000549,2025-06-01,1151.27,0.0,AutoDebit
PAY0003387,POL000549,2025-07-06,1151.27,0.0,AutoDebit
PAY0003388,POL000549,2025-08-08,1151.27,0.0,UPI
PAY0003389,POL000549,2025-09-17,1151.27,0.0,AutoDebit
PAY0003390,POL000549,2025-10-20,1151.27,0.0,NetBanking
PAY0003391,POL000549,2025-11-16,1151.27,0.0,Card
PAY0003392,POL000549,2025-12-19,1151.27,0.0,NetBanking
PAY0003393,POL000550,2024-08-02,16555.5,0.0,NetBanking
PAY0003394,POL000550,2025-02-08,16555.5,0.0,Card
PAY0003395,POL000550,2025-08-14,16555.5,0.0,NetBanking
PAY0003396,POL000550,2026-02-09,16555.5,0.0,UPI
PAY0003397,POL000552,2022-03-07,190615.43,0.0,Cheque
PAY0003398,POL000552,2022-09-05,190615.43,0.0,NetBanking
PAY0003399,POL000552,2023-03-10,190615.43,0.0,Cheque
PAY0003400,POL000552,2023-09-18,190615.43,0.0,Card
PAY0003401,POL000552,2024-03-23,190615.43,0.0,Cheque
PAY0003402,POL000552,2024-09-28,190615.43,3812.31,AutoDebit
PAY0003403,POL000552,2025-04-07,190615.43,0.0,NetBanking
PAY0003404,POL000552,2025-10-11,190615.43,0.0,Cheque
PAY0003405,POL000552,2026-04-19,190615.43,0.0,NetBanking
PAY0003406,POL000553,2025-03-02,5088.14,0.0,AutoDebit
PAY0003407,POL000553,2025-05-30,5088.14,0.0,UPI
PAY0003408,POL000553,2025-09-05,5088.14,0.0,UPI
PAY0003409,POL000553,2025-12-13,5088.14,101.76,NetBanking
PAY0003410,POL000553,2026-03-22,5088.14,0.0,Card
PAY0003411,POL000553,2026-06-17,5088.14,0.0,Cheque
PAY0003412,POL000554,2023-04-08,47810.24,0.0,Card
PAY0003413,POL000554,2024-04-09,47810.24,0.0,AutoDebit
PAY0003414,POL000554,2025-04-08,47810.24,0.0,Card
PAY0003415,POL000554,2026-04-09,47810.24,0.0,NetBanking
PAY0003416,POL000555,2024-02-21,32358.44,0.0,Card
PAY0003417,POL000555,2024-08-25,32358.44,0.0,NetBanking
PAY0003418,POL000555,2025-03-01,32358.44,0.0,AutoDebit
PAY0003419,POL000555,2025-09-06,32358.44,647.17,AutoDebit
PAY0003420,POL000555,2026-03-13,32358.44,0.0,NetBanking
PAY0003421,POL000556,2022-04-17,30062.69,601.25,NetBanking
PAY0003422,POL000556,2022-05-24,30062.69,0.0,AutoDebit
PAY0003423,POL000556,2022-06-27,30062.69,0.0,Cheque
PAY0003424,POL000556,2022-07-26,30062.69,0.0,AutoDebit
PAY0003425,POL000556,2022-08-23,30062.69,0.0,NetBanking
PAY0003426,POL000556,2022-10-02,30062.69,0.0,AutoDebit
PAY0003427,POL000556,2022-11-02,30062.69,0.0,AutoDebit
PAY0003428,POL000556,2022-12-04,30062.69,0.0,Cheque
PAY0003429,POL000556,2023-01-03,30062.69,601.25,NetBanking
PAY0003430,POL000556,2023-02-05,30062.69,0.0,AutoDebit
PAY0003431,POL000556,2023-03-12,30062.69,0.0,Card
PAY0003432,POL000556,2023-04-09,30062.69,0.0,Cheque
PAY0003433,POL000556,2023-05-18,30062.69,0.0,UPI
PAY0003434,POL000556,2023-06-27,30062.69,0.0,Cheque
PAY0003435,POL000556,2023-07-25,30062.69,0.0,UPI
PAY0003436,POL000556,2023-08-31,30062.69,0.0,Cheque
PAY0003437,POL000556,2023-09-29,30062.69,0.0,Cheque
PAY0003438,POL000556,2023-10-28,30062.69,0.0,NetBanking
PAY0003439,POL000556,2023-12-06,30062.69,0.0,Cheque
PAY0003440,POL000556,2024-01-14,30062.69,0.0,Cheque
PAY0003441,POL000556,2024-02-10,30062.69,0.0,NetBanking
PAY0003442,POL000556,2024-03-12,30062.69,601.25,NetBanking
PAY0003443,POL000557,2021-09-06,4565.82,0.0,AutoDebit
PAY0003444,POL000557,2021-10-12,4565.82,0.0,AutoDebit
PAY0003445,POL000557,2021-11-14,4565.82,91.32,Card
PAY0003446,POL000558,2022-12-21,11153.47,0.0,Cheque
PAY0003447,POL000558,2023-12-31,11153.47,0.0,Card
PAY0003448,POL000558,2025-01-01,11153.47,0.0,AutoDebit
PAY0003449,POL000558,2026-01-11,11153.47,0.0,Cheque
PAY0003450,POL000559,2024-03-30,1642.24,0.0,UPI
PAY0003451,POL000559,2024-05-09,1642.24,0.0,Card
PAY0003452,POL000559,2024-06-14,1642.24,0.0,NetBanking
PAY0003453,POL000559,2024-07-11,1642.24,0.0,Cheque
PAY0003454,POL000559,2024-08-17,1642.24,0.0,Cheque
PAY0003455,POL000559,2024-09-23,1642.24,0.0,NetBanking
PAY0003456,POL000559,2024-10-20,1642.24,0.0,Card
PAY0003457,POL000559,2024-11-16,1642.24,0.0,Card
PAY0003458,POL000559,2024-12-26,1642.24,0.0,NetBanking
PAY0003459,POL000559,2025-02-04,1642.24,0.0,UPI
PAY0003460,POL000559,2025-03-16,1642.24,0.0,UPI
PAY0003461,POL000559,2025-04-14,1642.24,0.0,UPI
PAY0003462,POL000560,2024-08-16,15205.34,0.0,Cheque
PAY0003463,POL000560,2025-02-15,15205.34,0.0,NetBanking
PAY0003464,POL000560,2025-08-23,15205.34,0.0,AutoDebit
PAY0003465,POL000560,2026-02-28,15205.34,0.0,NetBanking
PAY0003466,POL000561,2022-06-29,11524.06,0.0,AutoDebit
PAY0003467,POL000561,2022-10-01,11524.06,230.48,NetBanking
PAY0003468,POL000561,2022-12-30,11524.06,0.0,AutoDebit
PAY0003469,POL000561,2023-03-29,11524.06,0.0,AutoDebit
PAY0003470,POL000561,2023-07-07,11524.06,0.0,NetBanking
PAY0003471,POL000562,2026-05-28,56677.05,0.0,NetBanking
PAY0003472,POL000564,2023-02-22,9504.24,0.0,Cheque
PAY0003473,POL000564,2023-08-28,9504.24,0.0,UPI
PAY0003474,POL000564,2024-02-27,9504.24,0.0,NetBanking
PAY0003475,POL000564,2024-08-28,9504.24,0.0,AutoDebit
PAY0003476,POL000566,2026-05-15,1908.36,0.0,NetBanking
PAY0003477,POL000566,2026-06-21,1908.36,0.0,Cheque
PAY0003478,POL000567,2026-03-12,10438.56,0.0,Card
PAY0003479,POL000567,2026-04-15,10438.56,0.0,Card
PAY0003480,POL000567,2026-05-22,10438.56,0.0,Card
PAY0003481,POL000567,2026-06-21,10438.56,208.77,AutoDebit
PAY0003482,POL000568,2025-06-12,198330.26,0.0,NetBanking
PAY0003483,POL000568,2026-06-22,198330.26,0.0,Card
PAY0003484,POL000569,2022-04-02,7658.55,0.0,Card
PAY0003485,POL000569,2022-10-03,7658.55,0.0,AutoDebit
PAY0003486,POL000569,2023-04-13,7658.55,0.0,UPI
PAY0003487,POL000569,2023-10-11,7658.55,0.0,Card
PAY0003488,POL000569,2024-04-15,7658.55,0.0,NetBanking
PAY0003489,POL000569,2024-10-20,7658.55,0.0,Cheque
PAY0003490,POL000569,2025-04-18,7658.55,0.0,Cheque
PAY0003491,POL000569,2025-10-26,7658.55,0.0,Card
PAY0003492,POL000569,2026-04-30,7658.55,0.0,AutoDebit
PAY0003493,POL000571,2024-10-08,112336.35,0.0,AutoDebit
PAY0003494,POL000571,2025-04-11,112336.35,0.0,Card
PAY0003495,POL000571,2025-10-19,112336.35,0.0,Cheque
PAY0003496,POL000571,2026-04-26,112336.35,0.0,NetBanking
PAY0003497,POL000572,2022-11-24,14463.58,289.27,Cheque
PAY0003498,POL000572,2023-05-25,14463.58,0.0,Cheque
PAY0003499,POL000572,2023-12-02,14463.58,0.0,UPI
PAY0003500,POL000573,2025-10-30,3217.3,0.0,Cheque
PAY0003501,POL000573,2025-11-28,3217.3,0.0,UPI
PAY0003502,POL000573,2025-12-26,3217.3,0.0,AutoDebit
PAY0003503,POL000573,2026-02-03,3217.3,0.0,Card
PAY0003504,POL000573,2026-03-03,3217.3,0.0,Cheque
PAY0003505,POL000573,2026-04-04,3217.3,64.35,Cheque
PAY0003506,POL000573,2026-05-07,3217.3,0.0,NetBanking
PAY0003507,POL000573,2026-06-03,3217.3,0.0,NetBanking
PAY0003508,POL000573,2026-06-30,3217.3,0.0,UPI
PAY0003509,POL000575,2022-05-30,4072.88,0.0,UPI
PAY0003510,POL000575,2022-07-08,4072.88,0.0,NetBanking
PAY0003511,POL000575,2022-08-14,4072.88,0.0,UPI
PAY0003512,POL000577,2025-12-03,1796.8,0.0,AutoDebit
PAY0003513,POL000577,2026-03-13,1796.8,0.0,UPI
PAY0003514,POL000577,2026-06-12,1796.8,0.0,Cheque
PAY0003515,POL000579,2023-07-23,18782.11,0.0,Card
PAY0003516,POL000579,2023-10-28,18782.11,0.0,AutoDebit
PAY0003517,POL000579,2024-02-04,18782.11,0.0,UPI
PAY0003518,POL000579,2024-05-06,18782.11,0.0,AutoDebit
PAY0003519,POL000579,2024-08-06,18782.11,0.0,AutoDebit
PAY0003520,POL000579,2024-11-14,18782.11,0.0,Cheque
PAY0003521,POL000579,2025-02-21,18782.11,0.0,AutoDebit
PAY0003522,POL000579,2025-05-21,18782.11,0.0,Card
PAY0003523,POL000580,2023-06-25,87588.34,1751.77,NetBanking
PAY0003524,POL000580,2023-09-25,87588.34,0.0,Cheque
PAY0003525,POL000580,2024-01-03,87588.34,0.0,Card
PAY0003526,POL000580,2024-03-31,87588.34,0.0,Cheque
PAY0003527,POL000580,2024-06-26,87588.34,0.0,NetBanking
PAY0003528,POL000580,2024-09-29,87588.34,0.0,UPI
PAY0003529,POL000580,2024-12-29,87588.34,0.0,NetBanking
PAY0003530,POL000580,2025-04-03,87588.34,0.0,Cheque
PAY0003531,POL000580,2025-07-09,87588.34,0.0,UPI
PAY0003532,POL000580,2025-10-12,87588.34,0.0,Card
PAY0003533,POL000580,2026-01-10,87588.34,1751.77,Card
PAY0003534,POL000580,2026-04-15,87588.34,0.0,NetBanking
PAY0003535,POL000582,2025-03-03,22096.13,0.0,Card
PAY0003536,POL000582,2025-09-11,22096.13,0.0,Cheque
PAY0003537,POL000582,2026-03-13,22096.13,0.0,NetBanking
PAY0003538,POL000583,2024-03-05,17645.34,0.0,UPI
PAY0003539,POL000583,2024-06-09,17645.34,0.0,AutoDebit
PAY0003540,POL000583,2024-09-13,17645.34,0.0,UPI
PAY0003541,POL000583,2024-12-22,17645.34,0.0,AutoDebit
PAY0003542,POL000583,2025-04-01,17645.34,352.91,AutoDebit
PAY0003543,POL000583,2025-07-02,17645.34,0.0,NetBanking
PAY0003544,POL000583,2025-10-09,-17645.34,0.0,Card
PAY0003545,POL000583,2026-01-11,17645.34,0.0,NetBanking
PAY0003546,POL000583,2026-04-21,17645.34,0.0,Card
PAY0003547,POL000584,2026-01-08,26607.55,0.0,Card
PAY0003548,POL000585,2024-05-01,1399.35,0.0,NetBanking
PAY0003549,POL000585,2024-06-06,1399.35,0.0,Cheque
PAY0003550,POL000585,2024-07-16,1399.35,0.0,AutoDebit
PAY0003551,POL000585,2024-08-20,1399.35,0.0,UPI
PAY0003552,POL000585,2024-09-19,1399.35,0.0,AutoDebit
PAY0003553,POL000585,2024-10-19,1399.35,0.0,NetBanking
PAY0003554,POL000585,2024-11-25,1399.35,0.0,NetBanking
PAY0003555,POL000585,2024-12-22,1399.35,0.0,AutoDebit
PAY0003556,POL000585,2025-01-18,1399.35,0.0,Cheque
PAY0003557,POL000585,2025-02-24,1399.35,0.0,NetBanking
PAY0003558,POL000585,2025-03-24,1399.35,0.0,NetBanking
PAY0003559,POL000586,2022-12-18,1455.92,0.0,UPI
PAY0003560,POL000586,2023-01-23,1455.92,0.0,UPI
PAY0003561,POL000586,2023-02-25,1455.92,29.12,AutoDebit
PAY0003562,POL000586,2023-03-30,1455.92,0.0,AutoDebit
PAY0003563,POL000586,2023-04-30,1455.92,0.0,Card
PAY0003564,POL000586,2023-05-27,1455.92,0.0,Card
PAY0003565,POL000586,2023-06-27,1455.92,0.0,UPI
PAY0003566,POL000586,2023-07-29,1455.92,0.0,NetBanking
PAY0003567,POL000586,2023-08-27,1455.92,0.0,AutoDebit
PAY0003568,POL000586,2023-10-01,1455.92,0.0,Cheque
PAY0003569,POL000586,2023-11-03,1455.92,0.0,NetBanking
PAY0003570,POL000586,2023-12-07,1455.92,0.0,NetBanking
PAY0003571,POL000588,2024-03-12,16022.95,0.0,NetBanking
PAY0003572,POL000588,2025-03-21,16022.95,0.0,AutoDebit
PAY0003573,POL000588,2026-03-19,16022.95,0.0,Card
PAY0003574,POL000589,2024-06-13,1739.66,0.0,AutoDebit
PAY0003575,POL000589,2024-07-16,1739.66,0.0,Cheque
PAY0003576,POL000589,2024-08-15,1739.66,0.0,Cheque
PAY0003577,POL000589,2024-09-11,1739.66,0.0,AutoDebit
PAY0003578,POL000589,2024-10-10,1739.66,0.0,AutoDebit
PAY0003579,POL000589,2024-11-18,1739.66,0.0,AutoDebit
PAY0003580,POL000589,2024-12-22,1739.66,0.0,NetBanking
PAY0003581,POL000589,2025-01-22,-1739.66,0.0,AutoDebit
PAY0003582,POL000589,2025-02-20,1739.66,0.0,UPI
PAY0003583,POL000589,2025-03-23,1739.66,0.0,NetBanking
PAY0003584,POL000589,2025-04-24,1739.66,0.0,Card
PAY0003585,POL000589,2025-05-30,1739.66,0.0,AutoDebit
PAY0003586,POL000589,2025-07-04,1739.66,0.0,NetBanking
PAY0003587,POL000590,2023-04-24,3433.36,0.0,NetBanking
PAY0003588,POL000590,2023-07-28,3433.36,0.0,Card
PAY0003589,POL000590,2023-11-03,3433.36,0.0,Cheque
PAY0003590,POL000590,2024-02-11,3433.36,0.0,Card
PAY0003591,POL000590,2024-05-20,3433.36,0.0,NetBanking
PAY0003592,POL000590,2024-08-25,3433.36,0.0,Cheque
PAY0003593,POL000590,2024-11-22,3433.36,0.0,UPI
PAY0003594,POL000590,2025-02-27,3433.36,0.0,Card
PAY0003595,POL000590,2025-05-25,3433.36,0.0,Cheque
PAY0003596,POL000590,2025-08-30,3433.36,0.0,Card
PAY0003597,POL000591,2022-06-04,4293.41,0.0,NetBanking
PAY0003598,POL000591,2022-07-14,4293.41,0.0,AutoDebit
PAY0003599,POL000591,2022-08-10,4293.41,0.0,UPI
PAY0003600,POL000591,2022-09-07,4293.41,0.0,Card
PAY0003601,POL000591,2022-10-05,4293.41,0.0,AutoDebit
PAY0003602,POL000592,2022-11-01,9759.8,0.0,AutoDebit
PAY0003603,POL000592,2023-05-02,9759.8,195.2,UPI
PAY0003604,POL000592,2023-11-10,9759.8,0.0,Card
PAY0003605,POL000592,2024-05-19,9759.8,0.0,UPI
PAY0003606,POL000592,2024-11-24,9759.8,0.0,Cheque
PAY0003607,POL000592,2025-05-26,9759.8,0.0,NetBanking
PAY0003608,POL000592,2025-12-01,9759.8,0.0,Card
PAY0003609,POL000592,2026-06-05,9759.8,0.0,NetBanking
PAY0003610,POL000593,2022-01-07,3717.12,0.0,Cheque
PAY0003611,POL000593,2022-02-15,3717.12,0.0,AutoDebit
PAY0003612,POL000593,2022-03-20,3717.12,0.0,UPI
PAY0003613,POL000593,2022-04-24,3717.12,0.0,Card
PAY0003614,POL000593,2022-05-31,3717.12,0.0,Card
PAY0003615,POL000593,2022-06-27,3717.12,0.0,Cheque
PAY0003616,POL000593,2022-07-26,3717.12,0.0,UPI
PAY0003617,POL000593,2022-09-01,3717.12,0.0,UPI
PAY0003618,POL000593,2022-10-04,3717.12,0.0,Card
PAY0003619,POL000593,2022-11-09,3717.12,0.0,Cheque
PAY0003620,POL000593,2022-12-11,3717.12,0.0,NetBanking
PAY0003621,POL000593,2023-01-20,3717.12,0.0,AutoDebit
PAY0003622,POL000593,2023-02-23,3717.12,0.0,AutoDebit
PAY0003623,POL000593,2023-04-04,3717.12,0.0,AutoDebit
PAY0003624,POL000593,2023-05-04,3717.12,0.0,UPI
PAY0003625,POL000593,2023-06-01,3717.12,0.0,Card
PAY0003626,POL000593,2023-06-28,3717.12,74.34,UPI
PAY0003627,POL000594,2024-01-15,15309.2,0.0,Card
PAY0003628,POL000594,2024-02-23,15309.2,0.0,NetBanking
PAY0003629,POL000594,2024-04-02,15309.2,0.0,Cheque
PAY0003630,POL000594,2024-05-05,15309.2,0.0,AutoDebit
PAY0003631,POL000595,2026-05-21,3465.7,0.0,AutoDebit
PAY0003632,POL000596,2024-09-25,2410.43,0.0,Card
PAY0003633,POL000596,2024-11-01,2410.43,0.0,Card
PAY0003634,POL000596,2024-12-04,2410.43,0.0,UPI
PAY0003635,POL000596,2025-01-05,2410.43,48.21,AutoDebit
PAY0003636,POL000596,2025-02-01,2410.43,0.0,Cheque
PAY0003637,POL000596,2025-02-28,2410.43,0.0,AutoDebit
PAY0003638,POL000596,2025-04-04,2410.43,0.0,Cheque
PAY0003639,POL000596,2025-05-05,2410.43,0.0,NetBanking
PAY0003640,POL000596,2025-06-13,2410.43,0.0,Cheque
PAY0003641,POL000596,2025-07-19,2410.43,0.0,UPI
PAY0003642,POL000596,2025-08-27,2410.43,0.0,Cheque
PAY0003643,POL000596,2025-09-28,2410.43,0.0,AutoDebit
PAY0003644,POL000596,2025-11-06,2410.43,0.0,Card
PAY0003645,POL000597,2023-02-02,9922.35,0.0,NetBanking
PAY0003646,POL000597,2023-05-04,9922.35,0.0,AutoDebit
PAY0003647,POL000597,2023-08-05,9922.35,0.0,AutoDebit
PAY0003648,POL000597,2023-11-07,9922.35,0.0,NetBanking
PAY0003649,POL000597,2024-02-10,9922.35,0.0,Cheque
PAY0003650,POL000597,2024-05-09,9922.35,0.0,UPI
PAY0003651,POL000597,2024-08-04,9922.35,0.0,NetBanking
PAY0003652,POL000597,2024-10-31,9922.35,198.45,Cheque
PAY0003653,POL000598,2025-11-28,132134.57,0.0,AutoDebit
PAY0003654,POL000599,2025-09-29,10164.02,0.0,UPI
PAY0003655,POL000599,2026-04-03,10164.02,0.0,Card
PAY0003656,POL000600,2023-05-16,10684.33,0.0,Card
PAY0003657,POL000600,2023-08-22,10684.33,213.69,AutoDebit
PAY0003658,POL000600,2023-11-21,10684.33,0.0,Card
PAY0003659,POL000600,2024-02-19,10684.33,0.0,UPI
PAY0003660,POL000600,2024-05-22,10684.33,0.0,Cheque
PAY0003661,POL000601,2023-04-23,3694.39,0.0,NetBanking
PAY0003662,POL000601,2023-05-22,3694.39,0.0,UPI
PAY0003663,POL000601,2023-06-30,3694.39,0.0,Card
PAY0003664,POL000601,2023-08-02,3694.39,0.0,NetBanking
PAY0003665,POL000601,2023-09-01,3694.39,73.89,NetBanking
PAY0003666,POL000601,2023-10-05,3694.39,0.0,Cheque
PAY0003667,POL000601,2023-11-03,3694.39,0.0,AutoDebit
PAY0003668,POL000601,2023-12-10,3694.39,0.0,Cheque
PAY0003669,POL000601,2024-01-07,3694.39,0.0,UPI
PAY0003670,POL000601,2024-02-15,3694.39,0.0,AutoDebit
PAY0003671,POL000601,2024-03-18,3694.39,0.0,UPI
PAY0003672,POL000601,2024-04-16,3694.39,0.0,NetBanking
PAY0003673,POL000601,2024-05-20,3694.39,0.0,Cheque
PAY0003674,POL000601,2024-06-17,3694.39,0.0,UPI
PAY0003675,POL000601,2024-07-24,3694.39,0.0,Cheque
PAY0003676,POL000601,2024-08-27,3694.39,0.0,AutoDebit
PAY0003677,POL000601,2024-10-03,3694.39,0.0,NetBanking
PAY0003678,POL000602,2022-03-09,3251.27,0.0,Cheque
PAY0003679,POL000602,2022-04-09,3251.27,0.0,Card
PAY0003680,POL000602,2022-05-12,3251.27,0.0,Cheque
PAY0003681,POL000602,2022-06-08,3251.27,0.0,NetBanking
PAY0003682,POL000602,2022-07-12,3251.27,0.0,Cheque
PAY0003683,POL000602,2022-08-15,3251.27,0.0,Cheque
PAY0003684,POL000602,2022-09-14,3251.27,0.0,UPI
PAY0003685,POL000602,2022-10-24,3251.27,0.0,NetBanking
PAY0003686,POL000602,2022-11-26,3251.27,0.0,AutoDebit
PAY0003687,POL000602,2023-01-03,3251.27,0.0,Cheque
